pose,Angulo,Desviacion_estandar,Parte
1,44.95876518918959,15.177034897775885,right_arm_angles
1,137.04143108716684,0.8352719057829958,right_torso_angles
1,77.72492103711417,9.471546177994624,right_leg_angles
2,40.30946685353505,17.54762284380107,right_arm_angles
2,109.9426968594185,10.313529107034347,right_torso_angles
2,77.83497012971306,8.286501644993926,right_leg_angles
3,44.95876518918959,15.177034897775885,right_arm_angles
3,137.04143108716684,0.8352719057829958,right_torso_angles
3,77.72492103711417,9.471546177994624,right_leg_angles
